Species,ymax,tmax,auc,centroid,fwhm,decay,auc_left,auc_right,asym,mean,max,min_z,rise_log,std_log
Tope shark,0.030592485,77.28,0.113207386,76.49066256,2.2,3.054152062,0.068034291,0.045173096,-0.201940845,0.011781769,0.044313389,-0.131881953,1.781241494,0.010844841
Tope shark,0.023884254,77.28,0.096557258,76.16613908,2.52,2.941865537,0.064836497,0.031720762,-0.342964742,0.010027678,0.03561351,-1.411124148,1.802683021,0.009223888
Tope shark,0.02196054,77.36,0.086529505,76.17751684,2.36,2.870715122,0.058510596,0.02801891,-0.352384841,0.009695089,0.033745044,0.713143455,1.79058069,0.008791026
Tope shark,0.024172039,77.3,0.095616134,76.37672635,2.35,2.967163304,0.060162327,0.035453807,-0.258413707,0.010557335,0.036684879,0.73692665,1.78276436,0.009399983
Tope shark,0.025098855,77.3,0.09243351,76.46193644,2.18,3.024529272,0.056118,0.03631551,-0.214234972,0.010983898,0.038661487,0.855403871,1.76958,0.009723195
Tope shark,0.027386532,77.31,0.102512765,76.34684321,2.29,2.910478472,0.065466648,0.037046117,-0.277238951,0.01107918,0.04058688,-0.665306837,1.772757101,0.010188909
Tope shark,0.026897589,77.37,0.10158588,76.53187678,2.28,2.983910393,0.061432781,0.040153099,-0.2094748,0.010914533,0.039940315,-2.591836153,1.792139455,0.009987742
Tope shark,0.029916338,77.34,0.118732803,76.22327297,2.34,2.952788446,0.078875159,0.039857644,-0.328616142,0.012245655,0.044105344,-2.001420954,1.80889932,0.011181705
Tope shark,0.02596727,77.36,0.103684693,76.24253182,2.36,2.898483377,0.067598067,0.036086626,-0.303916035,0.011009923,0.039085702,0.177377371,1.804638077,0.01005969
Tope shark,0.031467494,77.35,0.123829057,76.41598553,2.28,3.035349367,0.077482083,0.046346974,-0.251436215,0.012297756,0.045488485,0.825081168,1.811141668,0.011307734
Whitecheeck shark,0.063148717,79.03,0.092282957,78.55335879,1.19,0.630580342,0.057872757,0.0344102,-0.254245833,0.009152927,0.074852333,0.904599915,1.034904148,0.012347717
Whitecheeck shark,0.100198555,79.07,0.148551318,78.6404203,1.22,0.662072843,0.092462438,0.05608888,-0.244855171,0.012770286,0.115190956,1.262949633,1.052943657,0.018721583
Whitecheeck shark,0.092528245,79.08,0.136761777,78.68882965,1.22,0.658300744,0.084601916,0.052159862,-0.237215796,0.012195738,0.107116627,-1.214277295,1.053992154,0.017484248
Whitecheeck shark,0.087349629,79.05,0.136815196,78.50785808,1.23,0.681906954,0.08710503,0.049710166,-0.273323912,0.011640967,0.100268904,-0.022498966,1.154651598,0.016344847
Whitecheeck shark,0.081036297,79.06,0.118807267,78.61072963,1.21,0.649762174,0.074298464,0.044508802,-0.250739395,0.010622458,0.093778168,-1.706168086,1.025818625,0.015234948
Whitecheeck shark,0.074790667,79.1,0.110923752,78.66868743,1.21,0.654351657,0.0692595,0.041664252,-0.248776723,0.010210801,0.08721573,-0.869786598,1.100640709,0.014300209
Whitecheeck shark,0.105270592,79.08,0.159370939,78.61062701,1.21,0.673548017,0.100561392,0.058809547,-0.261979032,0.012363517,0.118472824,0.384914474,1.121188308,0.019009911
Whitecheeck shark,0.077445396,79.12,0.113087134,78.72624263,1.21,0.649474768,0.07043107,0.042656064,-0.245607131,0.01036117,0.090189298,0.2052347,1.030440353,0.014735988
Zebra shark,0.055862237,78.09,0.155052172,78.16073543,1.79,3.904997213,0.078247999,0.076804174,-0.009311864,0.014660875,0.070574566,-0.102728074,1.283360548,0.013892978
Zebra shark,0.046580634,77.91,0.109519758,77.89445722,1.82,1.336768354,0.058233359,0.051286399,-0.063431111,0.011882416,0.060298744,-1.281253279,1.171127065,0.012053698
Zebra shark,0.057111626,78.07,0.146146792,77.88794614,1.69,3.414831704,0.081229263,0.064917529,-0.111611987,0.013665623,0.07130237,-1.281274172,1.36281791,0.01384923
Zebra shark,0.053433511,78.15,0.141581706,78.31539149,1.72,3.927973488,0.070659725,0.070921981,0.001852329,0.013770613,0.067726921,1.237933752,1.265393798,0.013282808
Zebra shark,0.051165143,78.02,0.116788104,77.85803613,1.58,1.315966837,0.064069371,0.052718733,-0.097190016,0.011829191,0.064318191,0.869353429,1.244717079,0.012268495
Zebra shark,0.053855224,78.02,0.145882741,78.14520032,1.73,3.938956615,0.072995459,0.072887282,-0.000741535,0.014127017,0.068154904,1.737784774,1.280091542,0.01327441
Zebra shark,0.049985484,78.02,0.137659076,77.92242663,1.73,3.946182696,0.073907912,0.063751164,-0.073781897,0.013364345,0.063632771,-0.167566008,1.393561582,0.012484613
Zebra shark,0.054924061,78.11,0.144008712,78.18419233,1.69,3.839714354,0.073168744,0.070839968,-0.016171076,0.013782929,0.069174469,0.606136489,1.276682152,0.013471644
